case:concept:name,time:timestamp,concept:name,Session
8,2019-03-05 11:55:08,clickButton_ConfirmWithFile_Web,8
8,2019-03-05 11:55:12,saveFile_save_Excel,8
8,2019-03-05 11:55:16,clickButton_update_Web,8
8,2019-03-05 11:55:17,insertValue_address_Web,8
8,2019-03-05 11:55:31,insertValue_country_Web,8
8,2019-03-05 11:55:42,openFile_Excel,8
8,2019-03-05 11:55:57,paste_Excel_5_A,8
8,2019-03-05 11:56:02,saveFile_save_Excel,8
8,2019-03-05 11:56:05,clickButton_ConfirmWithFile_Web,8
9,2019-03-05 11:56:19,clickButton_Clients_Web,9
9,2019-03-05 11:56:21,insertValue_clientID_Web,9
9,2019-03-05 11:56:36,pressKey_Web,9
9,2019-03-05 11:56:39,clickButton_update_Web,9
9,2019-03-05 11:56:42,insertValue_address_Web,9
9,2019-03-05 11:57:02,insertValue_country_Web,9
9,2019-03-05 11:57:09,clickButton_UnbindFile_Web,9
9,2019-03-05 11:57:12,clickButton_OK_Web,9
9,2019-03-05 11:57:16,clickButton_Confirm_Web,9
10,2019-03-05 11:57:29,clickButton_Clients_Web,10
10,2019-03-05 11:57:32,insertValue_clientID_Web,10
10,2019-03-05 11:57:41,pressKey_Web,10
10,2019-03-05 11:57:46,clickButton_update_Web,10
10,2019-03-05 11:57:51,insertValue_address_Web,10
10,2019-03-05 11:58:00,insertValue_country_Web,10
10,2019-03-05 11:58:15,openFile_Excel,10
10,2019-03-05 11:58:21,copy_address_Web,10
10,2019-03-05 11:58:26,pressKey_Web,10
10,2019-03-05 11:58:31,paste_Excel_5_A,10
10,2019-03-05 11:58:34,saveFile_save_Excel,10
10,2019-03-05 11:58:37,clickButton_ConfirmWithFile_Web,10
11,2019-03-05 11:58:51,clickButton_Clients_Web,11
11,2019-03-05 11:58:56,insertValue_clientID_Web,11
11,2019-03-05 11:59:05,pressKey_Web,11
11,2019-03-05 11:59:11,clickButton_update_Web,11
11,2019-03-05 11:59:14,insertValue_address_Web,11
11,2019-03-05 11:59:22,insertValue_country_Web,11
11,2019-03-05 11:59:22,pressKey_Web,11
11,2019-03-05 11:59:23,clickButton_UnbindFile_Web,11
11,2019-03-05 11:59:25,clickButton_OK_Web,11
11,2019-03-05 11:59:27,clickButton_Confirm_Web,11
12,2019-03-05 11:59:39,clickButton_Clients_Web,12
12,2019-03-05 11:59:41,insertValue_clientID_Web,12
12,2019-03-05 11:59:42,pressKey_Web,12
12,2019-03-05 11:59:45,clickButton_update_Web,12
12,2019-03-05 11:59:49,insertValue_address_Web,12
12,2019-03-05 11:59:53,insertValue_country_Web,12
12,2019-03-05 11:59:58,clickButton_UnbindFile_Web,12
12,2019-03-05 12:00:01,clickButton_OK_Web,12
12,2019-03-05 12:00:06,clickButton_Confirm_Web,12
13,2019-03-05 12:00:23,pressKey_Web,13
13,2019-03-05 12:00:26,clickButton_update_Web,13
13,2019-03-05 12:00:28,insertValue_address_Web,13
13,2019-03-05 12:00:39,insertValue_country_Web,13
13,2019-03-05 12:00:45,openFile_Excel,13
13,2019-03-05 12:01:05,copy_address_Web,13
13,2019-03-05 12:01:12,paste_Excel_5_A,13
13,2019-03-05 12:01:14,saveFile_save_Excel,13
13,2019-03-05 12:01:19,clickButton_ConfirmWithFile_Web,13
13,2019-03-05 17:18:02,insertValue_clientID_Web,13
14,2019-03-05 12:01:31,clickButton_Clients_Web,14
14,2019-03-05 12:01:33,insertValue_clientID_Web,14
14,2019-03-05 12:01:42,pressKey_Web,14
14,2019-03-05 12:01:44,clickButton_update_Web,14
14,2019-03-05 12:01:47,insertValue_address_Web,14
14,2019-03-05 12:01:53,insertValue_country_Web,14
14,2019-03-05 12:01:59,openFile_Excel,14
14,2019-03-05 12:02:09,copy_address_Web,14
14,2019-03-05 12:02:19,paste_Excel_5_A,14
14,2019-03-05 12:02:24,clickButton_ConfirmWithFile_Web,14
15,2019-03-05 12:02:37,clickButton_Clients_Web,15
15,2019-03-05 12:02:41,insertValue_clientID_Web,15
15,2019-03-05 12:02:44,pressKey_Web,15
15,2019-03-05 12:02:47,clickButton_update_Web,15
15,2019-03-05 12:02:48,insertValue_address_Web,15
15,2019-03-05 12:02:56,insertValue_country_Web,15
15,2019-03-05 12:03:02,clickButton_UnbindFile_Web,15
15,2019-03-05 12:03:06,clickButton_OK_Web,15
15,2019-03-05 12:03:08,clickButton_Confirm_Web,15
16,2019-03-05 12:03:21,clickButton_Clients_Web,16
16,2019-03-05 12:03:24,insertValue_clientID_Web,16
16,2019-03-05 12:03:35,pressKey_Web,16
16,2019-03-05 12:03:36,clickButton_update_Web,16
16,2019-03-05 12:03:38,insertValue_address_Web,16
16,2019-03-05 12:04:00,insertValue_country_Web,16
16,2019-03-05 12:04:02,openFile_Excel,16
16,2019-03-05 12:04:06,copy_address_Web,16
16,2019-03-05 12:04:18,paste_Excel_5_A,16
16,2019-03-05 12:04:20,saveFile_save_Excel,16
16,2019-03-05 12:04:23,clickButton_ConfirmWithFile_Web,16
17,2019-03-05 12:04:34,clickButton_Clients_Web,17
17,2019-03-05 12:04:35,clickButton_ConfirmWithFile_Web,17
17,2019-03-05 12:04:36,insertValue_clientID_Web,17
17,2019-03-05 12:04:53,pressKey_Web,17
17,2019-03-05 12:04:56,clickButton_update_Web,17
17,2019-03-05 12:04:58,insertValue_address_Web,17
17,2019-03-05 12:05:10,insertValue_country_Web,17
17,2019-03-05 12:05:16,clickButton_UnbindFile_Web,17
17,2019-03-05 12:05:19,clickButton_OK_Web,17
17,2019-03-05 12:05:22,clickButton_Confirm_Web,17
18,2019-03-05 12:05:34,clickButton_Clients_Web,18
18,2019-03-05 12:05:38,insertValue_clientID_Web,18
18,2019-03-05 12:05:52,pressKey_Web,18
18,2019-03-05 12:05:55,clickButton_update_Web,18
18,2019-03-05 12:05:57,insertValue_address_Web,18
18,2019-03-05 12:06:06,insertValue_country_Web,18
18,2019-03-05 12:06:12,openFile_Excel,18
18,2019-03-05 12:06:19,copy_address_Web,18
18,2019-03-05 12:06:20,paste_Excel_5_A,18
18,2019-03-05 12:06:23,saveFile_save_Excel,18
19,2019-03-05 12:06:39,clickButton_Clients_Web,19
19,2019-03-05 12:06:39,insertValue_clientID_Web,19
19,2019-03-05 12:07:02,pressKey_Web,19
19,2019-03-05 12:07:06,insertValue_address_Web,19
19,2019-03-05 12:07:11,insertValue_country_Web,19
19,2019-03-05 12:07:16,clickButton_UnbindFile_Web,19
19,2019-03-05 12:07:18,clickButton_OK_Web,19
19,2019-03-05 12:07:25,clickButton_Confirm_Web,19
20,2019-03-05 12:07:39,clickButton_Clients_Web,20
20,2019-03-05 12:07:41,insertValue_clientID_Web,20
20,2019-03-05 12:07:51,pressKey_Web,20
20,2019-03-05 12:07:54,clickButton_update_Web,20
20,2019-03-05 12:07:59,insertValue_address_Web,20
20,2019-03-05 12:08:03,insertValue_country_Web,20
20,2019-03-05 12:08:12,clickButton_UnbindFile_Web,20
20,2019-03-05 12:08:13,paste_Excel_5_A,20
20,2019-03-05 12:08:14,clickButton_OK_Web,20
20,2019-03-05 12:08:16,clickButton_Confirm_Web,20
21,2019-03-05 12:08:30,clickButton_Clients_Web,21
21,2019-03-05 12:08:31,insertValue_clientID_Web,21
21,2019-03-05 12:08:38,pressKey_Web,21
21,2019-03-05 12:08:41,clickButton_update_Web,21
21,2019-03-05 12:08:46,insertValue_address_Web,21
21,2019-03-05 12:08:53,insertValue_country_Web,21
21,2019-03-05 12:09:04,clickButton_UnbindFile_Web,21
21,2019-03-05 12:09:08,clickButton_OK_Web,21
21,2019-03-05 12:09:11,clickButton_Confirm_Web,21
22,2019-03-05 12:09:22,clickButton_Clients_Web,22
22,2019-03-05 12:09:24,insertValue_clientID_Web,22
22,2019-03-05 12:09:30,pressKey_Web,22
22,2019-03-05 12:09:30,clickButton_update_Web,22
22,2019-03-05 12:09:33,insertValue_address_Web,22
22,2019-03-05 12:09:42,insertValue_country_Web,22
22,2019-03-05 12:09:51,openFile_Excel,22
22,2019-03-05 12:09:53,copy_address_Web,22
22,2019-03-05 12:09:58,paste_Excel_5_A,22
22,2019-03-05 12:10:00,saveFile_save_Excel,22
22,2019-03-05 12:10:03,clickButton_ConfirmWithFile_Web,22
23,2019-03-05 12:10:16,clickButton_Clients_Web,23
23,2019-03-05 12:10:20,insertValue_clientID_Web,23
23,2019-03-05 12:10:20,pressKey_Web,23
23,2019-03-05 12:10:32,clickButton_update_Web,23
23,2019-03-05 12:10:34,insertValue_address_Web,23
23,2019-03-05 12:10:36,insertValue_country_Web,23
23,2019-03-05 12:10:38,openFile_Excel,23
23,2019-03-05 12:10:50,copy_address_Web,23
23,2019-03-05 12:10:57,paste_Excel_5_A,23
23,2019-03-05 12:11:00,saveFile_save_Excel,23
23,2019-03-05 12:11:02,clickButton_Confirm_Web,23
23,2019-03-05 12:11:03,clickButton_ConfirmWithFile_Web,23
24,2019-03-05 12:11:15,clickButton_Clients_Web,24
24,2019-03-05 12:11:17,insertValue_clientID_Web,24
24,2019-03-05 12:11:18,pressKey_Web,24
24,2019-03-05 12:11:22,clickButton_update_Web,24
24,2019-03-05 12:11:26,insertValue_address_Web,24
24,2019-03-05 12:11:35,insertValue_country_Web,24
24,2019-03-05 12:11:40,clickButton_UnbindFile_Web,24
24,2019-03-05 12:11:41,clickButton_OK_Web,24
24,2019-03-05 12:11:45,clickButton_Confirm_Web,24
25,2019-03-05 12:11:57,clickButton_Clients_Web,25
25,2019-03-05 12:11:58,insertValue_clientID_Web,25
25,2019-03-05 12:12:06,pressKey_Web,25
25,2019-03-05 12:12:08,clickButton_update_Web,25
25,2019-03-05 12:12:09,clickButton_Confirm_Web,25
25,2019-03-05 12:12:11,insertValue_address_Web,25
25,2019-03-05 12:12:18,insertValue_country_Web,25
25,2019-03-05 12:12:30,clickButton_UnbindFile_Web,25
25,2019-03-05 12:12:33,clickButton_OK_Web,25
25,2019-03-05 12:12:36,clickButton_Confirm_Web,25
26,2019-03-05 12:12:49,clickButton_Clients_Web,26
26,2019-03-05 12:12:52,insertValue_clientID_Web,26
26,2019-03-05 12:13:04,pressKey_Web,26
26,2019-03-05 12:13:06,clickButton_update_Web,26
26,2019-03-05 12:13:08,insertValue_address_Web,26
26,2019-03-05 12:13:14,insertValue_country_Web,26
26,2019-03-05 12:13:28,openFile_Excel,26
26,2019-03-05 12:13:42,copy_address_Web,26
26,2019-03-05 12:13:57,paste_Excel_5_A,26
26,2019-03-05 12:14:00,saveFile_save_Excel,26
26,2019-03-05 12:14:03,clickButton_ConfirmWithFile_Web,26
27,2019-03-05 12:14:17,clickButton_Clients_Web,27
27,2019-03-05 12:14:20,insertValue_clientID_Web,27
27,2019-03-05 12:14:31,pressKey_Web,27
27,2019-03-05 12:14:33,clickButton_update_Web,27
27,2019-03-05 12:14:34,insertValue_clientID_Web,27
27,2019-03-05 12:14:34,insertValue_address_Web,27
27,2019-03-05 12:14:34,clickButton_update_Web,27
27,2019-03-05 12:14:34,insertValue_country_Web,27
27,2019-03-05 12:14:40,openFile_Excel,27
27,2019-03-05 12:14:49,copy_address_Web,27
27,2019-03-05 12:14:57,paste_Excel_5_A,27
27,2019-03-05 12:15:01,saveFile_save_Excel,27
27,2019-03-05 12:15:04,clickButton_ConfirmWithFile_Web,27
28,2019-03-05 12:15:16,clickButton_Clients_Web,28
28,2019-03-05 12:15:18,insertValue_clientID_Web,28
28,2019-03-05 12:15:23,pressKey_Web,28
28,2019-03-05 12:15:28,clickButton_update_Web,28
28,2019-03-05 12:15:33,insertValue_address_Web,28
28,2019-03-05 12:15:35,insertValue_country_Web,28
28,2019-03-05 12:15:47,clickButton_UnbindFile_Web,28
28,2019-03-05 12:15:52,clickButton_OK_Web,28
28,2019-03-05 12:15:56,clickButton_Confirm_Web,28
29,2019-03-05 12:16:10,clickButton_Clients_Web,29
29,2019-03-05 12:16:14,insertValue_clientID_Web,29
29,2019-03-05 12:16:15,pressKey_Web,29
29,2019-03-05 12:16:18,clickButton_update_Web,29
29,2019-03-05 12:16:19,insertValue_address_Web,29
29,2019-03-05 12:16:38,openFile_Excel,29
29,2019-03-05 12:16:49,copy_address_Web,29
29,2019-03-05 12:17:08,paste_Excel_5_A,29
29,2019-03-05 12:17:12,saveFile_save_Excel,29
29,2019-03-05 12:17:14,clickButton_ConfirmWithFile_Web,29
30,2019-03-05 12:17:27,clickButton_Clients_Web,30
30,2019-03-05 12:17:30,insertValue_clientID_Web,30
30,2019-03-05 12:17:35,pressKey_Web,30
30,2019-03-05 12:17:37,clickButton_update_Web,30
30,2019-03-05 12:17:42,insertValue_address_Web,30
30,2019-03-05 12:18:02,insertValue_country_Web,30
30,2019-03-05 12:18:09,clickButton_UnbindFile_Web,30
30,2019-03-05 12:18:12,clickButton_OK_Web,30
30,2019-03-05 12:18:16,clickButton_Confirm_Web,30
31,2019-03-05 12:18:29,clickButton_Clients_Web,31
31,2019-03-05 12:18:31,insertValue_clientID_Web,31
31,2019-03-05 12:18:31,clickButton_ConfirmWithFile_Web,31
31,2019-03-05 12:18:32,pressKey_Web,31
31,2019-03-05 12:18:36,clickButton_update_Web,31
31,2019-03-05 12:18:39,insertValue_address_Web,31
31,2019-03-05 12:18:46,insertValue_country_Web,31
31,2019-03-05 12:18:49,openFile_Excel,31
31,2019-03-05 12:18:56,copy_address_Web,31
31,2019-03-05 12:18:58,paste_Excel_5_A,31
31,2019-03-05 12:19:01,saveFile_save_Excel,31
31,2019-03-05 12:19:04,clickButton_ConfirmWithFile_Web,31
32,2019-03-05 12:19:17,clickButton_Clients_Web,32
32,2019-03-05 12:19:23,insertValue_clientID_Web,32
32,2019-03-05 12:19:31,pressKey_Web,32
32,2019-03-05 12:19:33,clickButton_update_Web,32
32,2019-03-05 12:19:36,insertValue_address_Web,32
32,2019-03-05 12:19:36,insertValue_country_Web,32
32,2019-03-05 12:19:36,clickButton_UnbindFile_Web,32
32,2019-03-05 12:19:39,clickButton_OK_Web,32
32,2019-03-05 12:19:42,clickButton_Confirm_Web,32
33,2019-03-05 12:19:55,clickButton_Clients_Web,33
33,2019-03-05 12:19:56,insertValue_clientID_Web,33
33,2019-03-05 12:20:08,pressKey_Web,33
33,2019-03-05 12:20:08,clickButton_update_Web,33
33,2019-03-05 12:20:11,insertValue_address_Web,33
33,2019-03-05 12:20:20,insertValue_country_Web,33
33,2019-03-05 12:20:32,openFile_Excel,33
33,2019-03-05 12:20:37,copy_address_Web,33
33,2019-03-05 12:20:38,paste_Excel_5_A,33
33,2019-03-05 12:20:40,saveFile_save_Excel,33
33,2019-03-05 12:20:44,clickButton_ConfirmWithFile_Web,33
34,2019-03-05 12:20:58,clickButton_Clients_Web,34
34,2019-03-05 12:21:01,insertValue_clientID_Web,34
34,2019-03-05 12:21:08,pressKey_Web,34
34,2019-03-05 12:21:11,clickButton_update_Web,34
34,2019-03-05 12:21:14,insertValue_address_Web,34
34,2019-03-05 12:21:25,insertValue_country_Web,34
34,2019-03-05 12:21:37,openFile_Excel,34
34,2019-03-05 12:21:58,copy_address_Web,34
34,2019-03-05 12:22:05,paste_Excel_5_A,34
34,2019-03-05 12:22:07,saveFile_save_Excel,34
34,2019-03-05 12:22:11,clickButton_ConfirmWithFile_Web,34
35,2019-03-05 12:22:23,clickButton_Clients_Web,35
35,2019-03-05 12:22:27,insertValue_clientID_Web,35
35,2019-03-05 12:22:46,pressKey_Web,35
35,2019-03-05 12:22:49,clickButton_update_Web,35
35,2019-03-05 12:22:52,insertValue_address_Web,35
35,2019-03-05 12:22:55,insertValue_country_Web,35
35,2019-03-05 12:22:58,openFile_Excel,35
35,2019-03-05 12:23:02,copy_address_Web,35
35,2019-03-05 12:23:15,paste_Excel_5_A,35
35,2019-03-05 12:23:17,saveFile_save_Excel,35
35,2019-03-05 12:23:20,clickButton_ConfirmWithFile_Web,35
36,2019-03-05 12:23:32,clickButton_Clients_Web,36
36,2019-03-05 12:23:35,insertValue_clientID_Web,36
36,2019-03-05 12:23:39,pressKey_Web,36
36,2019-03-05 12:23:44,clickButton_update_Web,36
36,2019-03-05 12:24:03,openFile_Excel,36
36,2019-03-05 12:24:04,copy_address_Web,36
36,2019-03-05 12:24:18,paste_Excel_5_A,36
36,2019-03-05 12:24:20,saveFile_save_Excel,36
36,2019-03-05 12:24:21,saveFile_save_Excel,36
36,2019-03-05 12:24:24,clickButton_ConfirmWithFile_Web,36
37,2019-03-05 12:24:38,clickButton_Clients_Web,37
37,2019-03-05 12:24:42,insertValue_clientID_Web,37
37,2019-03-05 12:24:45,pressKey_Web,37
37,2019-03-05 12:24:47,clickButton_update_Web,37
37,2019-03-05 12:24:51,insertValue_address_Web,37
37,2019-03-05 12:24:55,insertValue_country_Web,37
37,2019-03-05 12:24:59,pressKey_Web,37
37,2019-03-05 12:25:04,clickButton_UnbindFile_Web,37
37,2019-03-05 12:25:08,clickButton_OK_Web,37
37,2019-03-05 12:25:12,clickButton_Confirm_Web,37
38,2019-03-05 12:25:25,clickButton_Clients_Web,38
38,2019-03-05 12:25:29,insertValue_clientID_Web,38
38,2019-03-05 12:25:39,pressKey_Web,38
38,2019-03-05 12:25:40,insertValue_country_Web,38
38,2019-03-05 12:25:44,insertValue_address_Web,38
38,2019-03-05 12:25:48,insertValue_country_Web,38
38,2019-03-05 12:25:54,pressKey_Web,38
38,2019-03-05 12:25:59,openFile_Excel,38
38,2019-03-05 12:26:10,copy_address_Web,38
38,2019-03-05 12:26:15,paste_Excel_5_A,38
38,2019-03-05 12:26:21,clickButton_ConfirmWithFile_Web,38
39,2019-03-05 12:26:34,clickButton_Clients_Web,39
39,2019-03-05 12:26:36,pressKey_Web,39
39,2019-03-05 12:26:38,clickButton_update_Web,39
39,2019-03-05 12:26:42,insertValue_address_Web,39
39,2019-03-05 12:26:53,insertValue_country_Web,39
39,2019-03-05 12:27:02,openFile_Excel,39
39,2019-03-05 12:27:16,copy_address_Web,39
39,2019-03-05 12:27:32,paste_Excel_5_A,39
39,2019-03-05 12:27:36,saveFile_save_Excel,39
39,2019-03-05 12:27:41,clickButton_ConfirmWithFile_Web,39
39,2019-03-05 19:28:21,insertValue_country_Web,39
40,2019-03-05 12:27:53,clickButton_Clients_Web,40
40,2019-03-05 12:27:55,insertValue_clientID_Web,40
40,2019-03-05 12:28:04,pressKey_Web,40
40,2019-03-05 12:28:07,clickButton_update_Web,40
40,2019-03-05 12:28:10,insertValue_address_Web,40
40,2019-03-05 12:28:32,clickButton_UnbindFile_Web,40
40,2019-03-05 12:28:35,clickButton_OK_Web,40
40,2019-03-05 12:28:39,clickButton_Confirm_Web,40
41,2019-03-05 12:28:51,clickButton_Clients_Web,41
41,2019-03-05 12:28:53,insertValue_clientID_Web,41
41,2019-03-05 12:29:07,pressKey_Web,41
41,2019-03-05 12:29:09,clickButton_update_Web,41
41,2019-03-05 12:29:12,insertValue_address_Web,41
41,2019-03-05 12:29:22,saveFile_save_Excel,41
41,2019-03-05 12:29:31,insertValue_country_Web,41
41,2019-03-05 12:29:41,openFile_Excel,41
41,2019-03-05 12:29:51,copy_address_Web,41
41,2019-03-05 12:30:04,paste_Excel_5_A,41
41,2019-03-05 12:30:09,clickButton_ConfirmWithFile_Web,41
42,2019-03-05 12:30:21,clickButton_Clients_Web,42
42,2019-03-05 12:30:26,insertValue_clientID_Web,42
42,2019-03-05 12:30:34,pressKey_Web,42
42,2019-03-05 12:30:38,clickButton_update_Web,42
42,2019-03-05 12:30:41,insertValue_country_Web,42
42,2019-03-05 12:30:46,openFile_Excel,42
42,2019-03-05 12:30:55,paste_Excel_5_A,42
42,2019-03-05 12:31:00,saveFile_save_Excel,42
42,2019-03-05 12:31:03,clickButton_ConfirmWithFile_Web,42
43,2019-03-05 12:31:16,clickButton_Clients_Web,43
43,2019-03-05 12:31:18,insertValue_clientID_Web,43
43,2019-03-05 12:31:26,pressKey_Web,43
43,2019-03-05 12:31:27,clickButton_update_Web,43
43,2019-03-05 12:31:30,insertValue_address_Web,43
43,2019-03-05 12:31:35,insertValue_country_Web,43
43,2019-03-05 12:31:40,clickButton_UnbindFile_Web,43
43,2019-03-05 12:31:44,clickButton_OK_Web,43
43,2019-03-05 12:31:47,clickButton_Confirm_Web,43
44,2019-03-05 12:31:59,clickButton_Clients_Web,44
44,2019-03-05 12:32:03,insertValue_clientID_Web,44
44,2019-03-05 12:32:08,pressKey_Web,44
44,2019-03-05 12:32:12,clickButton_update_Web,44
44,2019-03-05 12:32:15,insertValue_address_Web,44
44,2019-03-05 12:32:23,clickButton_Clients_Web,44
44,2019-03-05 12:32:30,clickButton_UnbindFile_Web,44
44,2019-03-05 12:32:34,clickButton_OK_Web,44
44,2019-03-05 12:32:37,clickButton_Confirm_Web,44
45,2019-03-05 12:32:50,clickButton_Clients_Web,45
45,2019-03-05 12:32:52,insertValue_clientID_Web,45
45,2019-03-05 12:32:58,pressKey_Web,45
45,2019-03-05 12:33:02,clickButton_update_Web,45
45,2019-03-05 12:33:04,insertValue_address_Web,45
45,2019-03-05 12:33:14,insertValue_country_Web,45
45,2019-03-05 12:33:23,clickButton_UnbindFile_Web,45
45,2019-03-05 12:33:28,clickButton_Confirm_Web,45
46,2019-03-05 12:33:40,clickButton_Clients_Web,46
46,2019-03-05 12:33:42,insertValue_clientID_Web,46
46,2019-03-05 12:33:58,clickButton_update_Web,46
46,2019-03-05 12:34:01,insertValue_address_Web,46
46,2019-03-05 12:34:07,insertValue_country_Web,46
46,2019-03-05 12:34:11,openFile_Excel,46
46,2019-03-05 12:34:21,copy_address_Web,46
46,2019-03-05 12:34:30,paste_Excel_5_A,46
46,2019-03-05 12:34:33,saveFile_save_Excel,46
46,2019-03-05 12:34:34,clickButton_ConfirmWithFile_Web,46
47,2019-03-05 12:34:46,clickButton_Clients_Web,47
47,2019-03-05 12:34:51,insertValue_clientID_Web,47
47,2019-03-05 12:35:01,pressKey_Web,47
47,2019-03-05 12:35:04,clickButton_update_Web,47
47,2019-03-05 12:35:06,insertValue_address_Web,47
47,2019-03-05 12:35:16,insertValue_country_Web,47
47,2019-03-05 12:35:31,clickButton_UnbindFile_Web,47
47,2019-03-05 12:35:32,pressKey_Web,47
47,2019-03-05 12:35:33,clickButton_OK_Web,47
47,2019-03-05 12:35:36,clickButton_Confirm_Web,47
48,2019-03-05 12:35:49,clickButton_Clients_Web,48
48,2019-03-05 12:35:51,insertValue_clientID_Web,48
48,2019-03-05 12:36:10,pressKey_Web,48
48,2019-03-05 12:36:12,saveFile_save_Excel,48
48,2019-03-05 12:36:14,clickButton_update_Web,48
48,2019-03-05 12:36:18,insertValue_address_Web,48
48,2019-03-05 12:36:27,insertValue_country_Web,48
48,2019-03-05 12:36:40,clickButton_UnbindFile_Web,48
48,2019-03-05 12:36:46,clickButton_OK_Web,48
48,2019-03-05 12:36:48,clickButton_Confirm_Web,48
49,2019-03-05 12:37:01,clickButton_Clients_Web,49
49,2019-03-05 12:37:04,insertValue_clientID_Web,49
49,2019-03-05 12:37:11,pressKey_Web,49
49,2019-03-05 12:37:29,insertValue_country_Web,49
49,2019-03-05 12:37:37,openFile_Excel,49
49,2019-03-05 12:37:50,copy_address_Web,49
49,2019-03-05 12:37:56,paste_Excel_5_A,49
49,2019-03-05 12:37:59,saveFile_save_Excel,49
49,2019-03-05 12:38:01,clickButton_ConfirmWithFile_Web,49
50,2019-03-05 12:38:14,clickButton_Clients_Web,50
50,2019-03-05 12:38:18,insertValue_clientID_Web,50
50,2019-03-05 12:38:25,pressKey_Web,50
50,2019-03-05 12:38:26,insertValue_clientID_Web,50
50,2019-03-05 12:38:27,clickButton_update_Web,50
50,2019-03-05 12:38:30,insertValue_address_Web,50
50,2019-03-05 12:38:40,insertValue_country_Web,50
50,2019-03-05 12:38:44,clickButton_UnbindFile_Web,50
50,2019-03-05 12:38:47,clickButton_OK_Web,50
50,2019-03-05 12:38:49,clickButton_Confirm_Web,50
51,2019-03-05 12:39:02,clickButton_Clients_Web,51
